Crash_Key, WZ_Related, WZ_Loc, WZ_Type, Workers
2011033326, 1, 3, 3, 1
2011033348, 1, 4, 1, 1
2011033364, 1, 4, 1, 2
2011033420, 1, 4, 8, 2
2011033434, 1, 2, 3, 1
2011033471, 1, 8, 8, 2
2011033518, 1, 9, 9, 1
2011033519, 1, 4, 3, 2
2011033572, 1, 1, 1, 2
2011033598, 1, 4, 3, 1
2011033647, 1, 4, 1, 2
2011033700, 1, 3, 8, 2
2011033722, 1, 2, 3, 2
2011033724, 1, 3, 1, 2
2011033738, 1, 2, 1, 1
2011033744, 1, 1, 3, 1
2011033745, 1, 5, 1, 1
2011033771, 1, 8, 8, 2
2011033895, 1, 4, 1, 1
2011033904, 1, 4, 2, 2
2011033913, 1, 4, 8, 1
2011033927, 1, 2, 1, 1
2011034033, 1, 4, 1, 2
2011034058, 1, 3, 1, 9
2011034123, 1, 5, 3, 1
2011034181, 1, 8, 1, 2
2011034197, 1, 4, 1, 2
2011034200, 1, 3, 1, 2
2011034246, 1, 1, 1, 2
2011034248, 1, 4, 1, 1
2011034332, 1, 9, 1, 9
2011034343, 1, 9, 1, 9
2011034443, 1, 4, 3, 2
2011034485, 1, 4, 1, 1
2011034510, 1, 4, 1, 2
2011034650, 1, 4, 2, 1
2011034665, 1, 3, 1, 1
2011034708, 1, 4, 9, 2
2011034717, 1, 8, 8, 2
2011034767, 1, 2, 1, 1
2011034776, 1, 8, 3, 1
2011034783, 1, 3, 1, 2
2011034922, 1, 4, 3, 1
2011034999, 1, 4, 1, 2
2011035047, 1, 2, 1, 1
2011035132, 1, 9, 4, 2
2011035134, 1, 4, 3, 2
2011035177, 1, 4, 1, 2
2011035331, 1, 8, 4, 1
2011035370, 1, 3, 1, 2
2011035393, 1, 2, 1, 1
2011035397, 1, 2, 1, 1
2011035464, 1, 8, 8, 2
2011035474, 1, 2, 4, 1
2011035503, 1, 4, 8, 2
2011035569, 1, 3, 1, 2
2011035621, 1, 2, 1, 2
2011035696, 1, 4, 1, 2
2011035699, 1, 3, 1, 2
2011035748, 1, 4, 1, 1
2011035753, 1, 4, 1, 1
2011035754, 1, 1, 1, 1
2011035838, 1, 4, 1, 1
2011035882, 1, 4, 1, 1
2011035957, 1, 4, 3, 1
2011035970, 1, 3, 1, 2
2011035992, 1, 8, 3, 1
2011035994, 1, 2, 1, 2
2011036014, 1, 9, 2, 9
2011036084, 1, 3, 1, 1
2011036101, 1, 9, 2, 9
2011036137, 1, 4, 1, 2
2011036139, 1, 4, 1, 2
2011036196, 1, 4, 1, 2
2011036230, 1, 4, 1, 1
2011036346, 1, 2, 1, 1
2011036363, 1, 4, 1, 1
2011036372, 1, 8, 1, 1
2011036442, 1, 4, 3, 1
2011036485, 1, 3, 3, 2
2011036507, 1, 8, 4, 1
2011036518, 1, 4, 1, 1
2011036562, 1, 8, 8, 2
2011036714, 1, 4, 3, 2
2011036813, 1, 3, 1, 2
2011036860, 1, 3, 2, 2
2011036879, 1, 8, 8, 2
2011036910, 1, 8, 4, 1
2011036972, 1, 4, 1, 2
2011036974, 1, 4, 1, 1
2011036978, 1, 3, 1, 2
2011036981, 1, 4, 1, 1
2011037064, 1, 4, 3, 2
2011037199, 1, 4, 8, 1
2011037215, 1, 4, 1, 2
2011037273, 1, 4, 1, 1
2011037283, 1, 3, 8, 2
2011037296, 1, 1, 1, 1
2011037310, 1, 8, 1, 2
2011037311, 1, 4, 1, 2
2011037324, 1, 5, 1, 2
2011037377, 1, 3, 1, 1
2011037518, 1, 8, 8, 2
2011037581, 1, 3, 1, 1
2011037613, 1, 2, 1, 1
2011037673, 1, 3, 8, 1
2011037693, 1, 2, 1, 1
2011037713, 1, 8, 1, 2
2011037727, 1, 4, 8, 9
2011037839, 1, 9, 1, 9
2011038031, 1, 9, 1, 9
2011038047, 1, 3, 8, 2
2011038070, 1, 4, 1, 2
2011038076, 1, 2, 8, 2
2011038210, 1, 2, 1, 2
2011038220, 1, 8, 3, 1
2011038353, 1, 4, 1, 2
2011038435, 1, 2, 2, 2
2011038480, 1, 4, 1, 2
2011038550, 1, 4, 1, 2
2011038554, 1, 4, 3, 1
2011038562, 1, 4, 3, 1
2011038601, 1, 9, 1, 9
2011038758, 1, 2, 1, 1
2011039009, 1, 8, 1, 1
2011039073, 1, 4, 8, 2
2011039081, 1, 8, 1, 2
2011039097, 1, 4, 1, 2
2011039132, 1, 4, 1, 2
2011039133, 1, 3, 1, 1
2011039216, 1, 9, 2, 9
2011039428, 1, 4, 8, 9
2011039557, 1, 3, 1, 2
2011039692, 1, 4, 1, 2
2011039963, 1, 1, 1, 2
2011040013, 1, 4, 1, 9
2011040357, 1, 4, 1, 1
2011040564, 1, 4, 1, 2
2011040571, 1, 4, 2, 2
2011040717, 1, 8, 2, 2
2011041019, 1, 4, 1, 1
2011041105, 1, 9, 2, 9
2011041106, 1, 4, 1, 2
2011041718, 1, 3, 1, 2
2011041736, 1, 3, 1, 1
2011041737, 1, 4, 2, 2
2011041752, 1, 8, 8, 2
2011041802, 1, 4, 3, 2
2011041824, 1, 1, 1, 2
2011041831, 1, 4, 2, 2
2011042050, 1, 2, 1, 1
2011042115, 1, 2, 1, 2
2011042203, 1, 4, 1, 2
2011042371, 1, 8, 1, 2
2011042457, 1, 8, 3, 2
2011042552, 1, 3, 3, 2
2011043265, 1, 3, 1, 1
2011043527, 1, 8, 8, 2
2011043608, 1, 3, 1, 2
2011043867, 1, 2, 1, 1
2011044236, 1, 4, 2, 2
2011044258, 1, 4, 3, 1
2011044462, 1, 4, 1, 9
2011044505, 1, 4, 3, 2
2011044766, 1, 9, 1, 9
2011044927, 1, 4, 2, 2
2011045452, 1, 4, 1, 2
2011046096, 1, 8, 4, 1
2011046118, 1, 2, 1, 1
2011046341, 1, 4, 3, 2
2011046505, 1, 4, 2, 1
2011047588, 1, 4, 4, 1
2011048074, 1, 8, 3, 2
2011048508, 1, 2, 1, 9
2011048727, 1, 4, 3, 1
2011049516, 1, 4, 3, 1
2011049766, 1, 4, 3, 1
2011049957, 1, 4, 1, 1
2012002123, 1, 4, 3, 2
2012002236, 1, 3, 1, 1
2012002840, 1, 4, 3, 2
2012003486, 1, 8, 8, 2
2012003784, 1, 4, 8, 1
2012003870, 1, 8, 8, 1
2012004641, 1, 8, 8, 2
2012004735, 1, 4, 8, 2
2012007774, 1, 4, 3, 2
2012008274, 1, 9, 4, 1
2012008355, 1, 9, 4, 9
2012008779, 1, 5, 1, 2
2012009771, 1, 8, 1, 2
2012010038, 1, 5, 3, 2
2012010216, 1, 4, 1, 1
2012010305, 1, 4, 8, 2
2012010469, 1, 8, 9, 2
2012010497, 1, 4, 3, 2
2012010721, 1, 5, 3, 1
2012011137, 1, 1, 1, 1
2012011186, 1, 4, 1, 1
2012011190, 1, 3, 1, 2
2012011306, 1, 8, 2, 2
2012011309, 1, 8, 8, 2
2012011312, 1, 9, 1, 2
2012011451, 1, 1, 1, 1
2012011577, 1, 9, 1, 9
2012011621, 1, 4, 1, 1
2012011623, 1, 9, 1, 2
2012011703, 1, 2, 3, 2
2012011774, 1, 4, 8, 2
2012011775, 1, 4, 3, 2
2012011796, 1, 4, 1, 1
2012012200, 1, 3, 1, 2
2012012253, 1, 1, 1, 2
2012012452, 1, 2, 1, 1
2012012469, 1, 4, 2, 2
2012012511, 1, 4, 8, 1
2012012528, 1, 9, 9, 1
2012012633, 1, 3, 3, 1
2012012792, 1, 2, 1, 2
2012012886, 1, 5, 1, 1
2012012926, 1, 3, 1, 1
2012013093, 1, 4, 2, 2
2012013098, 1, 4, 1, 9
2012013149, 1, 4, 4, 2
2012013194, 1, 3, 2, 2
2012013253, 1, 1, 1, 2
2012013304, 1, 8, 8, 2
2012013354, 1, 4, 1, 2
2012013560, 1, 5, 8, 2
2012013579, 1, 2, 1, 2
2012013668, 1, 4, 8, 2
2012013832, 1, 3, 1, 2
2012013834, 1, 4, 3, 2
2012014080, 1, 3, 1, 9
2012014154, 1, 4, 1, 9
2012014178, 1, 3, 8, 2
2012014209, 1, 4, 1, 2
2012014242, 1, 3, 3, 1
2012014243, 1, 3, 1, 2
2012014274, 1, 2, 1, 1
2012014397, 1, 4, 8, 1
2012014476, 1, 4, 2, 1
2012014479, 1, 4, 1, 1
2012014485, 1, 4, 1, 1
2012014509, 1, 4, 1, 1
2012014721, 1, 2, 1, 1
2012014738, 1, 4, 1, 1
2012014842, 1, 2, 2, 2
2012014917, 1, 4, 3, 9
2012015009, 1, 3, 1, 2
2012015034, 1, 2, 8, 2
2012015072, 1, 8, 4, 1
2012015219, 1, 2, 1, 2
2012015354, 1, 3, 1, 1
2012015401, 1, 4, 2, 1
2012015429, 1, 2, 1, 2
2012015440, 1, 9, 8, 9
2012015442, 1, 4, 4, 1
2012015666, 1, 9, 1, 9
2012015755, 1, 4, 2, 1
2012015759, 1, 2, 1, 2
2012015761, 1, 4, 8, 9
2012016082, 1, 8, 1, 2
2012016109, 1, 9, 1, 1
2012016125, 1, 4, 1, 1
2012016141, 1, 3, 1, 2
2012016186, 1, 4, 8, 1
2012016192, 1, 2, 1, 2
2012016301, 1, 1, 8, 1
2012016321, 1, 4, 1, 2
2012016371, 1, 4, 1, 2
2012016495, 1, 4, 4, 1
2012016553, 1, 4, 1, 9
2012016557, 1, 4, 1, 2
2012016587, 1, 4, 8, 1
2012016698, 1, 5, 4, 2
2012016724, 1, 4, 1, 9
2012016867, 1, 9, 8, 9
2012016914, 1, 3, 1, 1
2012016922, 1, 2, 1, 2
2012016938, 1, 4, 3, 2
2012016957, 1, 4, 1, 2
2012017068, 1, 3, 3, 2
2012017097, 1, 3, 2, 2
2012017101, 1, 9, 1, 9
2012017115, 1, 4, 1, 2
2012017116, 1, 4, 1, 2
2012017128, 1, 4, 3, 2
2012017129, 1, 8, 8, 2
2012017228, 1, 3, 1, 2
2012017229, 1, 3, 1, 2
2012017371, 1, 2, 1, 1
2012017458, 1, 3, 1, 9
2012017489, 1, 3, 1, 2
2012017506, 1, 9, 1, 9
2012017516, 1, 4, 1, 2
2012017539, 1, 3, 8, 2
2012017606, 1, 4, 8, 1
2012017617, 1, 4, 3, 1
2012017683, 1, 4, 2, 2
2012017783, 1, 2, 1, 2
2012017791, 1, 4, 3, 2
2012017845, 1, 4, 1, 1
2012017980, 1, 4, 2, 2
2012017999, 1, 3, 1, 1
2012018000, 1, 3, 2, 2
2012018063, 1, 2, 1, 2
2012018103, 1, 8, 8, 2
2012018146, 1, 8, 1, 1
2012018167, 1, 4, 1, 2
2012018170, 1, 2, 1, 2
2012018184, 1, 4, 8, 2
2012018311, 1, 3, 2, 2
2012018318, 1, 2, 1, 2
2012018474, 1, 4, 8, 1
2012018475, 1, 4, 1, 2
2012018480, 1, 4, 1, 2
2012018482, 1, 4, 2, 1
2012018483, 1, 3, 2, 1
2012018528, 1, 3, 1, 1
2012018539, 1, 3, 8, 2
2012018543, 1, 4, 2, 2
2012018598, 1, 5, 3, 1
2012018661, 1, 4, 8, 2
2012018738, 1, 2, 4, 2
2012018754, 1, 8, 4, 1
2012018757, 1, 3, 1, 1
2012018839, 1, 2, 1, 2
2012018985, 1, 4, 3, 2
2012019006, 1, 4, 1, 2
2012019010, 1, 3, 1, 2
2012019011, 1, 4, 1, 2
2012019026, 1, 4, 3, 2
2012019034, 1, 4, 1, 1
2012019051, 1, 4, 3, 1
2012019060, 1, 2, 1, 1
2012019205, 1, 4, 1, 2
2012019282, 1, 4, 2, 1
2012019329, 1, 2, 8, 2
2012019331, 1, 4, 1, 2
2012019355, 1, 4, 2, 2
2012019370, 1, 4, 3, 1
2012019394, 1, 4, 8, 1
2012019405, 1, 4, 1, 1
2012019503, 1, 8, 1, 9
2012019504, 1, 4, 1, 2
2012019505, 1, 4, 1, 2
2012019613, 1, 8, 3, 2
2012019618, 1, 1, 1, 2
2012019631, 1, 4, 3, 2
2012019635, 1, 4, 3, 2
2012019676, 1, 2, 1, 1
2012019680, 1, 4, 1, 1
2012019686, 1, 8, 8, 1
2012019695, 1, 3, 2, 1
2012019721, 1, 9, 4, 1
2012019739, 1, 4, 1, 2
2012019794, 1, 9, 1, 9
2012019798, 1, 4, 1, 2
2012019830, 1, 4, 1, 9
2012019881, 1, 4, 3, 2
2012020060, 1, 3, 1, 1
2012020072, 1, 4, 1, 1
2012020108, 1, 3, 4, 2
2012020148, 1, 4, 1, 1
2012020179, 1, 3, 8, 2
2012020181, 1, 4, 1, 2
2012020182, 1, 8, 1, 2
2012020185, 1, 4, 9, 9
2012020234, 1, 2, 2, 1
2012020347, 1, 4, 2, 9
2012020364, 1, 3, 1, 2
2012020405, 1, 4, 8, 1
2012020431, 1, 2, 4, 1
2012020460, 1, 2, 1, 1
2012020462, 1, 4, 2, 2
2012020467, 1, 8, 3, 1
2012020468, 1, 3, 1, 2
2012020475, 1, 2, 8, 1
2012020668, 1, 4, 3, 1
2012020757, 1, 8, 8, 2
2012020763, 1, 8, 2, 2
2012020793, 1, 2, 3, 2
2012020902, 1, 4, 1, 2
2012020927, 1, 2, 1, 1
2012020934, 1, 2, 1, 2
2012020946, 1, 2, 3, 2
2012020975, 1, 3, 1, 2
2012021009, 1, 3, 2, 1
2012021010, 1, 4, 1, 2
2012021060, 1, 4, 1, 2
2012021067, 1, 4, 1, 2
2012021085, 1, 4, 1, 9
2012021088, 1, 4, 3, 1
2012021090, 1, 8, 8, 2
2012021110, 1, 4, 1, 1
2012021182, 1, 4, 3, 9
2012021261, 1, 3, 1, 2
2012021333, 1, 2, 1, 1
2012021341, 1, 4, 2, 2
2012021360, 1, 2, 1, 1
2012021447, 1, 4, 9, 1
2012021465, 1, 4, 8, 2
2012021541, 1, 4, 1, 9
2012021562, 1, 4, 8, 1
2012021567, 1, 3, 1, 2
2012021605, 1, 3, 1, 1
2012021638, 1, 3, 8, 2
2012021913, 1, 4, 2, 1
2012021971, 1, 4, 1, 1
2012022030, 1, 8, 8, 2
2012022067, 1, 4, 3, 1
2012022068, 1, 4, 1, 1
2012022077, 1, 4, 2, 2
2012022165, 1, 5, 3, 9
2012022176, 1, 4, 1, 1
2012022199, 1, 3, 2, 2
2012022206, 1, 4, 2, 2
2012022292, 1, 4, 8, 2
2012022312, 1, 8, 8, 2
2012022386, 1, 3, 1, 2
2012022436, 1, 3, 1, 1
2012022441, 1, 4, 1, 2
2012022482, 1, 2, 1, 2
2012022628, 1, 4, 8, 1
2012022669, 1, 4, 1, 2
2012022680, 1, 4, 3, 1
2012022778, 1, 4, 1, 2
2012022780, 1, 4, 1, 2
2012022783, 1, 4, 2, 2
2012022785, 1, 4, 2, 9
2012022857, 1, 4, 1, 1
2012022864, 1, 4, 1, 2
2012022877, 1, 3, 1, 2
2012022886, 1, 4, 1, 2
2012022904, 1, 2, 1, 2
2012022938, 1, 5, 1, 1
2012023034, 1, 4, 1, 1
2012023035, 1, 4, 8, 2
2012023064, 1, 8, 4, 1
2012023071, 1, 2, 1, 1
2012023073, 1, 2, 1, 1
2012023078, 1, 4, 1, 1
2012023094, 1, 4, 8, 2
2012023101, 1, 8, 8, 2
2012023118, 1, 9, 2, 9
2012023122, 1, 4, 1, 2
2012023172, 1, 3, 1, 2
2012023231, 1, 3, 1, 1
2012023271, 1, 4, 1, 2
2012023272, 1, 8, 8, 2
2012023275, 1, 2, 8, 2
2012023293, 1, 2, 1, 1
2012023294, 1, 2, 1, 1
2012023295, 1, 4, 1, 1
2012023319, 1, 4, 9, 9
2012023403, 1, 3, 2, 2
2012023502, 1, 2, 1, 2
2012023507, 1, 3, 2, 1
2012023521, 1, 2, 1, 2
2012023568, 1, 8, 1, 2
2012023608, 1, 2, 1, 1
2012023706, 1, 9, 1, 9
2012023757, 1, 4, 1, 2
2012023772, 1, 4, 1, 2
2012023795, 1, 3, 1, 2
2012023880, 1, 3, 1, 2
2012023881, 1, 3, 4, 2
2012023927, 1, 4, 1, 9
2012024033, 1, 9, 2, 9
2012024086, 1, 9, 9, 1
2012024097, 1, 1, 1, 2
2012024107, 1, 4, 2, 2
2012024121, 1, 4, 1, 1
2012024279, 1, 1, 1, 1
2012024396, 1, 4, 4, 2
2012024399, 1, 4, 2, 1
2012024400, 1, 4, 2, 2
2012024412, 1, 4, 1, 2
2012024434, 1, 1, 1, 1
2012024440, 1, 4, 1, 1
2012024441, 1, 4, 1, 2
2012024462, 1, 8, 8, 1
2012024552, 1, 2, 1, 2
2012024573, 1, 2, 1, 2
2012024610, 1, 4, 1, 1
2012024612, 1, 2, 1, 1
2012024702, 1, 4, 1, 2
2012024736, 1, 2, 1, 2
2012024745, 1, 4, 1, 2
2012024746, 1, 4, 1, 2
2012024765, 1, 2, 1, 2
2012024804, 1, 4, 8, 2
2012024821, 1, 2, 1, 2
2012024833, 1, 4, 1, 2
2012024838, 1, 1, 1, 2
2012024860, 1, 2, 2, 1
2012024913, 1, 8, 1, 2
2012024978, 1, 8, 8, 2
2012025024, 1, 4, 1, 1
2012025120, 1, 4, 3, 2
2012025188, 1, 4, 1, 1
2012025239, 1, 4, 1, 1
2012025241, 1, 2, 1, 1
2012025246, 1, 2, 1, 2
2012025286, 1, 8, 8, 1
2012025295, 1, 4, 2, 2
2012025371, 1, 1, 2, 2
2012025437, 1, 4, 2, 2
2012025439, 1, 9, 9, 2
2012025442, 1, 4, 2, 2
2012025443, 1, 3, 2, 2
2012025541, 1, 4, 8, 2
2012025552, 1, 4, 1, 1
2012025574, 1, 3, 1, 2
2012025584, 1, 3, 8, 2
2012025588, 1, 4, 1, 1
2012025630, 1, 4, 2, 2
2012025636, 1, 4, 1, 1
2012025637, 1, 4, 3, 2
2012025683, 1, 3, 1, 1
2012025723, 1, 4, 1, 2
2012025734, 1, 4, 2, 2
2012025745, 1, 9, 4, 1
2012025786, 1, 4, 8, 2
2012025857, 1, 2, 1, 2
2012025860, 1, 4, 1, 1
2012025872, 1, 4, 2, 2
2012025937, 1, 4, 4, 2
2012025940, 1, 2, 8, 2
2012025966, 1, 3, 4, 2
2012026090, 1, 4, 2, 9
2012026173, 1, 9, 2, 2
2012026191, 1, 4, 4, 2
2012026256, 1, 4, 8, 2
2012026258, 1, 2, 8, 1
2012026281, 1, 2, 1, 1
2012026282, 1, 4, 1, 1
2012026284, 1, 8, 8, 2
2012026285, 1, 4, 1, 2
2012026286, 1, 4, 2, 2
2012026289, 1, 2, 1, 2
2012026338, 1, 2, 9, 9
2012026341, 1, 3, 1, 2
2012026343, 1, 2, 1, 2
2012026368, 1, 1, 1, 2
2012026374, 1, 2, 2, 9
2012026395, 1, 8, 8, 1
2012026481, 1, 8, 1, 2
2012026528, 1, 4, 3, 1
2012026537, 1, 4, 2, 9
2012026538, 1, 4, 2, 9
2012026540, 1, 4, 2, 2
2012026654, 1, 3, 8, 2
2012026659, 1, 4, 1, 1
2012026727, 1, 4, 3, 2
2012026736, 1, 3, 1, 1
2012026749, 1, 1, 8, 9
2012026762, 1, 9, 9, 2
2012026793, 1, 9, 8, 2
2012026806, 1, 4, 8, 2
2012026877, 1, 3, 1, 2
2012026998, 1, 4, 1, 2
2012026999, 1, 8, 8, 2
2012027007, 1, 4, 4, 2
2012027009, 1, 3, 3, 1
2012027082, 1, 4, 8, 2
2012027098, 1, 4, 1, 1
2012027101, 1, 4, 1, 1
2012027108, 1, 8, 8, 2
2012027111, 1, 4, 2, 1
2012027148, 1, 4, 8, 2
2012027227, 1, 3, 1, 1
2012027262, 1, 3, 2, 2
2012027291, 1, 2, 4, 2
2012027300, 1, 5, 3, 2
2012027307, 1, 4, 2, 1
2012027318, 1, 3, 1, 2
2012027344, 1, 3, 1, 1
2012027365, 1, 4, 1, 1
2012027372, 1, 2, 2, 2
2012027394, 1, 4, 3, 2
2012027398, 1, 4, 1, 2
2012027419, 1, 2, 1, 1
2012027420, 1, 2, 1, 1
2012027421, 1, 8, 1, 1
2012027538, 1, 4, 1, 9
2012027586, 1, 9, 8, 9
2012027726, 1, 4, 8, 1
2012027799, 1, 4, 3, 1
2012027916, 1, 3, 1, 2
2012027948, 1, 8, 8, 2
2012027960, 1, 2, 1, 9
2012027979, 1, 4, 1, 1
2012027988, 1, 5, 1, 2
2012027998, 1, 2, 1, 1
2012028026, 1, 2, 1, 1
2012028045, 1, 8, 8, 2
2012028078, 1, 4, 1, 1
2012028099, 1, 4, 1, 1
2012028113, 1, 2, 8, 1
2012028124, 1, 3, 1, 2
2012028148, 1, 4, 1, 1
2012028184, 1, 4, 1, 1
2012028258, 1, 3, 1, 1
2012028354, 1, 4, 1, 2
2012028357, 1, 4, 1, 2
2012028477, 1, 3, 8, 2
2012028483, 1, 1, 1, 2
2012028582, 1, 3, 1, 2
2012028594, 1, 4, 2, 1
2012028597, 1, 1, 1, 1
2012028607, 1, 3, 1, 2
2012028652, 1, 3, 3, 2
2012028675, 1, 1, 8, 2
2012028685, 1, 5, 8, 1
2012028727, 1, 2, 3, 2
2012028736, 1, 4, 1, 1
2012028764, 1, 4, 8, 2
2012028768, 1, 4, 1, 1
2012028870, 1, 4, 1, 2
2012028941, 1, 8, 1, 1
2012028958, 1, 4, 8, 1
2012029013, 1, 3, 1, 2
2012029017, 1, 4, 1, 2
2012029024, 1, 2, 1, 2
2012029029, 1, 3, 2, 2
2012029086, 1, 4, 1, 1
2012029110, 1, 4, 1, 1
2012029154, 1, 4, 1, 1
2012029190, 1, 4, 1, 2
2012029235, 1, 4, 3, 1
2012029286, 1, 2, 1, 1
2012029304, 1, 4, 1, 1
2012029439, 1, 1, 3, 2
2012029524, 1, 3, 8, 2
2012029537, 1, 2, 1, 2
2012029575, 1, 4, 2, 2
2012029577, 1, 4, 1, 2
2012029578, 1, 4, 1, 2
2012029614, 1, 4, 1, 2
2012029677, 1, 4, 1, 2
2012029740, 1, 2, 2, 1
2012029759, 1, 2, 1, 1
2012029788, 1, 3, 8, 2
2012029837, 1, 4, 3, 1
2012029897, 1, 5, 1, 2
2012029938, 1, 4, 3, 9
2012029989, 1, 4, 1, 2
2012030157, 1, 9, 9, 2
2012030268, 1, 8, 3, 2
2012030303, 1, 2, 1, 2
2012030323, 1, 2, 1, 2
2012030335, 1, 9, 1, 9
2012030508, 1, 3, 2, 2
2012030524, 1, 5, 1, 2
2012030543, 1, 4, 1, 2
2012030564, 1, 4, 1, 2
2012030675, 1, 3, 1, 1
2012030823, 1, 4, 3, 1
2012030848, 1, 3, 1, 2
2012030885, 1, 3, 2, 1
2012030894, 1, 4, 1, 2
2012030907, 1, 8, 4, 1
2012031038, 1, 4, 1, 2
2012031070, 1, 4, 3, 2
2012031110, 1, 9, 1, 9
2012031115, 1, 4, 8, 2
2012031293, 1, 4, 1, 2
2012031343, 1, 4, 3, 2
2012031359, 1, 4, 1, 1
2012031369, 1, 8, 1, 2
2012031385, 1, 4, 3, 1
2012031544, 1, 4, 1, 1
2012031573, 1, 3, 1, 2
2012031587, 1, 4, 8, 2
2012031599, 1, 4, 8, 1
2012031745, 1, 2, 2, 2
2012031748, 1, 8, 1, 1
2012031870, 1, 3, 3, 2
2012032124, 1, 4, 2, 2
2012032128, 1, 4, 1, 2
2012032169, 1, 1, 1, 9
2012032244, 1, 4, 3, 2
2012032304, 1, 2, 1, 1
2012032359, 1, 4, 1, 9
2012032372, 1, 2, 2, 1
2012032401, 1, 2, 1, 1
2012032404, 1, 2, 1, 2
2012032417, 1, 4, 1, 2
2012032421, 1, 4, 1, 1
2012032568, 1, 4, 1, 1
2012032569, 1, 4, 1, 2
2012032594, 1, 4, 1, 9
2012032877, 1, 4, 1, 2
2012032898, 1, 9, 1, 1
2012032963, 1, 2, 1, 2
2012033023, 1, 4, 1, 1
2012033060, 1, 4, 1, 9
2012033243, 1, 8, 8, 2
2012033258, 1, 8, 1, 1
2012033468, 1, 2, 1, 1
2012033551, 1, 4, 1, 1
2012033616, 1, 4, 4, 1
2012033620, 1, 9, 4, 1
2012033632, 1, 4, 1, 1
2012033660, 1, 4, 1, 2
2012033662, 1, 4, 8, 2
2012033720, 1, 4, 8, 2
2012033748, 1, 4, 1, 1
2012033770, 1, 2, 8, 2
2012033776, 1, 2, 4, 2
2012033834, 1, 3, 3, 2
2012033859, 1, 4, 4, 1
2012033970, 1, 4, 1, 1
2012033972, 1, 2, 1, 2
2012033975, 1, 8, 1, 2
2012034014, 1, 2, 1, 1
2012034083, 1, 2, 1, 1
2012034180, 1, 2, 3, 1
2012034246, 1, 8, 8, 1
2012034273, 1, 3, 1, 9
2012034319, 1, 8, 8, 2
2012034321, 1, 4, 1, 9
2012034424, 1, 2, 1, 2
2012034455, 1, 4, 1, 2
2012034496, 1, 3, 2, 2
2012034595, 1, 4, 8, 1
2012034630, 1, 4, 1, 2
2012034752, 1, 4, 1, 1
2012034839, 1, 8, 1, 2
2012034913, 1, 4, 1, 2
2012034986, 1, 8, 8, 2
2012034987, 1, 4, 1, 2
2012035040, 1, 4, 8, 1
2012035041, 1, 8, 8, 2
2012035087, 1, 5, 1, 2
2012035162, 1, 3, 8, 1
2012035242, 1, 4, 1, 1
2012035270, 1, 4, 3, 1
2012035276, 1, 1, 3, 1
2012035289, 1, 8, 4, 2
2012035402, 1, 1, 1, 2
2012035562, 1, 4, 3, 2
2012035599, 1, 4, 3, 2
2012035608, 1, 2, 1, 1
2012035640, 1, 4, 1, 2
2012035869, 1, 2, 1, 2
2012035871, 1, 4, 1, 2
2012035976, 1, 2, 1, 2
2012035989, 1, 4, 1, 2
2012036032, 1, 2, 2, 1
2012036057, 1, 4, 3, 2
2012036157, 1, 4, 3, 1
2012036196, 1, 8, 1, 2
2012036370, 1, 4, 1, 1
2012036514, 1, 1, 1, 2
2012036524, 1, 2, 1, 2
2012036535, 1, 8, 8, 1
2012036558, 1, 8, 8, 1
2012036669, 1, 2, 1, 1
2012036698, 1, 4, 8, 1
2012036710, 1, 8, 1, 1
2012036764, 1, 8, 8, 1
2012036834, 1, 4, 3, 2
2012036844, 1, 3, 1, 1
2012036942, 1, 4, 1, 1
2012036997, 1, 4, 1, 2
2012037074, 1, 4, 3, 1
2012037108, 1, 4, 1, 2
2012037109, 1, 4, 2, 1
2012037120, 1, 3, 8, 2
2012037130, 1, 4, 3, 2
2012037152, 1, 1, 1, 1
2012037252, 1, 4, 1, 1
2012037259, 1, 4, 1, 1
2012037261, 1, 8, 8, 2
2012037305, 1, 3, 1, 2
2012037389, 1, 4, 8, 2
2012037394, 1, 8, 8, 1
2012037421, 1, 4, 1, 2
2012037462, 1, 8, 3, 1
2012037556, 1, 4, 3, 2
2012037562, 1, 4, 8, 2
2012037579, 1, 4, 3, 2
2012037675, 1, 9, 1, 9
2012037700, 1, 4, 3, 1
2012037732, 1, 2, 1, 1
2012037763, 1, 4, 4, 1
2012037856, 1, 3, 1, 2
2012037876, 1, 1, 1, 1
2012038020, 1, 4, 3, 1
2012038021, 1, 2, 1, 1
2012038060, 1, 3, 1, 2
2012038368, 1, 8, 8, 2
2012038485, 1, 5, 4, 1
2012038533, 1, 4, 1, 2
2012038556, 1, 4, 3, 2
2012038607, 1, 8, 9, 9
2012038845, 1, 4, 3, 2
2012039057, 1, 1, 1, 2
2012039072, 1, 4, 4, 2
2012039409, 1, 8, 8, 2
2012039502, 1, 2, 4, 1
2012039587, 1, 5, 9, 2
2012039597, 1, 3, 1, 2
2012039605, 1, 5, 2, 1
2012039612, 1, 4, 1, 2
2012039626, 1, 4, 1, 2
2012039685, 1, 8, 8, 2
2012039730, 1, 2, 3, 2
2012039850, 1, 1, 1, 1
2012039937, 1, 4, 2, 2
2012039967, 1, 2, 1, 2
2012039977, 1, 9, 1, 9
2012040193, 1, 4, 3, 2
2012040195, 1, 4, 3, 2
2012040239, 1, 3, 1, 1
2012040375, 1, 3, 8, 2
2012040409, 1, 3, 1, 2
2012040417, 1, 2, 1, 1
