Crash_Key, WZ_Related, WZ_Loc, WZ_Type, Workers
2012040589, 1, 2, 4, 2
2012040797, 1, 4, 3, 2
2012041016, 1, 4, 3, 1
2012041028, 1, 9, 1, 9
2012041278, 1, 4, 4, 2
2012041295, 1, 4, 4, 2
2012041563, 1, 5, 1, 1
2012041660, 1, 4, 3, 1
2012041690, 1, 2, 1, 2
2012041707, 1, 2, 1, 2
2012041745, 1, 2, 1, 2
2012041748, 1, 4, 1, 1
2012041781, 1, 2, 1, 1
2012041786, 1, 5, 2, 2
2012042022, 1, 4, 8, 2
2012042026, 1, 2, 2, 2
2012042159, 1, 3, 1, 2
2012042183, 1, 8, 8, 1
2012042744, 1, 1, 2, 2
2012042823, 1, 4, 1, 2
2012043089, 1, 3, 1, 2
2012043351, 1, 4, 4, 1
2012044088, 1, 4, 1, 1
2012044285, 1, 3, 1, 2
2012044287, 1, 4, 3, 2
2012045024, 1, 2, 1, 1
2012045054, 1, 4, 3, 2
2012045055, 1, 5, 8, 2
2012045058, 1, 4, 8, 2
2012045066, 1, 4, 8, 2
2012045068, 1, 4, 4, 2
2012045365, 1, 4, 4, 2
2012045428, 1, 3, 1, 2
2012045560, 1, 4, 3, 2
2012045565, 1, 4, 3, 2
2012046450, 1, 8, 3, 2
2012046565, 1, 8, 8, 1
2012047808, 1, 2, 1, 2
2012047848, 1, 2, 1, 1
2012047958, 1, 9, 1, 2
2012048034, 1, 5, 2, 2
2012048207, 1, 4, 4, 2
2012048209, 1, 2, 1, 2
2012048420, 1, 4, 8, 1
2012048653, 1, 2, 1, 2
2012048784, 1, 4, 2, 2
2012048885, 1, 2, 3, 1
2012048979, 1, 3, 1, 2
2012049030, 1, 8, 8, 1
2012049073, 1, 2, 1, 1

